t_ms,pwm,count
0,150,0
10,150,-3
20,150,-14
30,150,-31
40,150,-53
50,150,-75
60,150,-103
70,150,-133
80,150,-166
90,150,-196
100,150,-233
110,150,-270
120,150,-309
130,150,-345
140,150,-387
150,150,-429
160,150,-473
171,150,-517
180,150,-557
190,150,-603
200,150,-650
210,150,-697
220,150,-740
230,150,-788
240,150,-836
250,150,-885
260,150,-930
270,150,-980
280,150,-1030
290,150,-1080
300,150,-1126
310,150,-1177
320,150,-1229
330,150,-1280
340,150,-1332
350,150,-1379
360,150,-1431
370,150,-1483
380,150,-1536
390,150,-1583
400,150,-1636
410,150,-1689
420,150,-1742
430,150,-1790
440,150,-1843
450,150,-1897
460,150,-1950
470,150,-1998
480,150,-2051
490,150,-2105
500,150,-2158
510,150,-2212
520,150,-2260
530,150,-2314
540,150,-2368
550,150,-2422
560,150,-2470
570,150,-2524
580,150,-2578
590,150,-2631
600,150,-2680
610,150,-2734
620,150,-2787
630,150,-2841
640,150,-2890
650,150,-2944
660,150,-2998
670,150,-3053
680,150,-3107
690,150,-3156
700,150,-3210
710,150,-3265
720,150,-3319
730,150,-3368
740,150,-3422
750,150,-3477
760,150,-3531
770,150,-3581
780,150,-3635
790,150,-3690
800,150,-3744
811,150,-3799
820,150,-3848
830,150,-3903
840,150,-3957
850,150,-4012
860,150,-4061
870,150,-4116
880,150,-4170
890,150,-4225
900,150,-4274
910,150,-4329
920,150,-4383
930,150,-4438
940,150,-4487
950,150,-4542
960,150,-4597
970,150,-4651
980,150,-4706
990,150,-4755
1000,150,-4810
1010,150,-4865
1020,150,-4920
1030,150,-4969
1040,150,-5024
1050,150,-5079
1060,150,-5133
1070,150,-5183
1080,150,-5238
1090,150,-5292
1100,150,-5347
1110,150,-5396
1120,150,-5451
1130,150,-5506
1140,150,-5561
1150,150,-5616
1160,150,-5665
1170,150,-5720
1180,150,-5775
1190,150,-5829
1200,150,-5879
1210,150,-5934
1220,150,-5989
1230,150,-6043
1240,150,-6093
1250,150,-6148
1260,150,-6202
1270,150,-6257
1280,150,-6307
1290,150,-6361
1300,150,-6416
1310,150,-6471
1320,150,-6526
1330,150,-6576
1340,150,-6630
1350,150,-6685
1360,150,-6740
1370,150,-6790
1380,150,-6845
1390,150,-6899
1400,150,-6954
1410,150,-7004
1420,150,-7059
1430,150,-7114
1440,150,-7168
1451,150,-7223
1460,150,-7273
1470,150,-7328
1480,150,-7382
1490,150,-7437
1500,150,-7487
1510,150,-7542
1520,150,-7597
1530,150,-7652
1540,150,-7701
1550,150,-7756
1560,150,-7811
1570,150,-7866
1580,150,-7915
1590,150,-7970
1600,150,-8025
1610,150,-8080
1620,150,-8135
1630,150,-8184
1640,150,-8239
1650,150,-8294
1660,150,-8349
1670,150,-8398
1680,150,-8453
1690,150,-8508
1700,150,-8563
1710,150,-8612
1720,150,-8667
1730,150,-8722
1740,150,-8777
1750,150,-8826
1760,150,-8881
1770,150,-8936
1780,150,-8991
1790,150,-9046
1800,150,-9095
1810,150,-9150
1820,150,-9205
1830,150,-9260
1840,150,-9309
1850,150,-9364
1860,150,-9419
1870,150,-9474
1880,150,-9524
1890,150,-9578
1900,150,-9633
1910,150,-9688
1920,150,-9738
1930,150,-9793
1940,150,-9848
1950,150,-9902
1960,150,-9957
1970,150,-10007
1980,150,-10062
1990,150,-10117
2000,0,-10171
2010,0,-10221
2020,0,-10275
2030,0,-10328
2040,0,-10382
2050,0,-10429
2060,0,-10481
2070,0,-10533
2080,0,-10584
2091,0,-10635
2100,0,-10680
2110,0,-10730
2120,0,-10779
2130,0,-10828
2140,0,-10872
2150,0,-10920
2160,0,-10967
2170,0,-11014
2180,0,-11056
2190,0,-11103
2200,0,-11148
2210,0,-11193
2220,0,-11234
2230,0,-11278
2240,0,-11322
2250,0,-11366
2260,0,-11409
2270,0,-11447
2280,0,-11489
2290,0,-11531
2300,0,-11572
2310,0,-11609
2320,0,-11650
2330,0,-11690
2340,0,-11729
2350,0,-11765
2360,0,-11803
2370,0,-11842
2380,0,-11880
2390,0,-11914
2400,0,-11951
2410,0,-11988
2420,0,-12024
2430,0,-12060
2440,0,-12092
2450,0,-12127
2460,0,-12162
2470,0,-12197
2480,0,-12227
2490,0,-12261
2500,0,-12294
2510,0,-12327
2520,0,-12356
2530,0,-12388
2540,0,-12420
2550,0,-12451
2560,0,-12479
2570,0,-12509
2580,0,-12539
2590,0,-12569
2600,0,-12599
2610,0,-12625
2620,0,-12654
2630,0,-12682
2640,0,-12710
2650,0,-12735
2660,0,-12762
2670,0,-12789
2680,0,-12815
2690,0,-12839
2700,0,-12865
2710,0,-12890
2720,0,-12915
2731,0,-12940
2740,0,-12962
2750,0,-12986
2760,0,-13010
2770,0,-13033
2780,0,-13054
2790,0,-13077
2800,0,-13099
2810,0,-13121
2820,0,-13141
2830,0,-13162
2840,0,-13184
2850,0,-13204
2860,0,-13223
2870,0,-13243
2880,0,-13263
2890,0,-13282
2900,0,-13301
2910,0,-13318
2920,0,-13337
2930,0,-13355
2940,0,-13373
2950,0,-13389
2960,0,-13406
2970,0,-13423
2980,0,-13440
2990,0,-13455
3000,0,-13471
3010,0,-13487
3020,0,-13503
3030,0,-13516
3040,0,-13531
3050,0,-13546
3060,0,-13560
3070,0,-13575
3080,0,-13587
3090,0,-13601
3100,0,-13614
3110,0,-13627
3120,0,-13638
3130,0,-13651
3140,0,-13663
3150,0,-13675
3160,0,-13685
3170,0,-13697
3180,0,-13708
3190,0,-13719
3200,0,-13728
3210,0,-13739
3220,0,-13749
3230,0,-13758
3240,0,-13768
3250,0,-13776
3260,0,-13785
3270,0,-13794
3280,0,-13802
3290,0,-13810
3300,0,-13818
3310,0,-13825
3320,0,-13833
3330,0,-13839
3340,0,-13846
3350,0,-13853
3360,0,-13859
3371,0,-13866
3380,0,-13871
3390,0,-13877
3400,0,-13882
3410,0,-13887
3420,0,-13892
3430,0,-13897
3440,0,-13901
3450,0,-13905
3460,0,-13909
3470,0,-13913
3480,0,-13916
3490,0,-13920
3500,0,-13922
3510,0,-13925
3520,0,-13928
3530,0,-13930
3540,0,-13932
3550,0,-13934
3560,0,-13935
3570,0,-13937
3580,0,-13938
3590,0,-13939
3600,0,-13939
3610,0,-13940
3620,0,-13940
3630,0,-13940
3640,0,-13940
3650,0,-13940
3660,0,-13940
3670,0,-13940
3680,0,-13940
3690,0,-13940
3700,0,-13940
3710,0,-13940
3720,0,-13940
3730,0,-13940
3740,0,-13940
3750,0,-13940
3760,0,-13940
3770,0,-13940
3780,0,-13940
3790,0,-13940
3800,0,-13940
3810,0,-13940
3820,0,-13940
3830,0,-13940
3840,0,-13940
3850,0,-13940
3860,0,-13940
3870,0,-13940
3880,0,-13940
3890,0,-13940
3900,0,-13940
3910,0,-13940
3920,0,-13940
3930,0,-13940
3940,0,-13940
3950,0,-13940
3960,0,-13940
3970,0,-13940
3980,0,-13940
3990,0,-13940
4000,150,-13940
4011,150,-13943
4020,150,-13954
4030,150,-13971
4040,150,-13992
4050,150,-14017
4060,150,-14042
4070,150,-14072
4080,150,-14105
4090,150,-14139
4100,150,-14171
4110,150,-14209
4120,150,-14248
4130,150,-14288
4140,150,-14326
4150,150,-14368
4160,150,-14411
4170,150,-14456
4180,150,-14501
4190,150,-14542
4200,150,-14589
4210,150,-14636
4220,150,-14684
4230,150,-14727
4240,150,-14776
4250,150,-14825
4260,150,-14874
4270,150,-14919
4280,150,-14970
4290,150,-15020
4300,150,-15071
4310,150,-15117
4320,150,-15169
4330,150,-15220
4340,150,-15272
4350,150,-15324
4360,150,-15371
4370,150,-15424
4380,150,-15476
4390,150,-15529
4400,150,-15577
4410,150,-15630
4420,150,-15683
4430,150,-15736
4440,150,-15785
4450,150,-15838
4460,150,-15892
4470,150,-15946
4480,150,-15995
4490,150,-16049
4500,150,-16103
4510,150,-16157
4520,150,-16211
4530,150,-16260
4540,150,-16314
4550,150,-16369
4560,150,-16423
4570,150,-16472
4580,150,-16526
4590,150,-16581
4600,150,-16635
4610,150,-16684
4620,150,-16739
4630,150,-16793
4640,150,-16848
4651,150,-16903
4660,150,-16952
4670,150,-17006
4680,150,-17061
4690,150,-17116
4700,150,-17165
4710,150,-17220
4720,150,-17274
4730,150,-17329
4740,150,-17378
4750,150,-17433
4760,150,-17488
4770,150,-17543
4780,150,-17592
4790,150,-17647
4800,150,-17702
4810,150,-17756
4820,150,-17811
4830,150,-17861
4840,150,-17915
4850,150,-17970
4860,150,-18025
4870,150,-18075
4880,150,-18129
4890,150,-18184
4900,150,-18239
4910,150,-18289
4920,150,-18343
4930,150,-18398
4940,150,-18453
4950,150,-18503
4960,150,-18557
4970,150,-18612
4980,150,-18667
4990,150,-18722
5000,150,-18772
5010,150,-18827
5020,150,-18882
5030,150,-18936
5040,150,-18986
5050,150,-19041
5060,150,-19096
5070,150,-19151
5080,150,-19200
5090,150,-19255
5100,150,-19310
5110,150,-19365
5120,150,-19414
5130,150,-19469
5140,150,-19524
5150,150,-19579
5160,150,-19634
5170,150,-19684
5180,150,-19739
5190,150,-19794
