t_ms,pwm,count
0,230,0
10,230,-9
20,230,-28
30,230,-55
40,230,-89
50,230,-123
60,230,-165
70,230,-209
80,230,-255
90,230,-298
100,230,-348
110,230,-398
120,230,-450
130,230,-497
140,230,-550
150,230,-604
160,230,-659
171,230,-714
180,230,-764
190,230,-820
200,230,-876
210,230,-933
220,230,-984
230,230,-1041
240,230,-1098
250,230,-1156
260,230,-1208
270,230,-1266
280,230,-1324
290,230,-1381
300,230,-1434
310,230,-1492
320,230,-1550
330,230,-1609
340,230,-1667
350,230,-1720
360,230,-1778
370,230,-1837
380,230,-1896
390,230,-1948
400,230,-2007
410,230,-2066
420,230,-2125
430,230,-2177
440,230,-2236
450,230,-2295
460,230,-2354
470,230,-2407
480,230,-2465
490,230,-2524
500,230,-2583
510,230,-2642
520,230,-2695
530,230,-2754
540,230,-2813
550,230,-2871
560,230,-2925
570,230,-2983
580,230,-3042
590,230,-3101
600,230,-3154
610,230,-3213
620,230,-3272
630,230,-3331
640,230,-3384
650,230,-3443
660,230,-3502
670,230,-3561
680,230,-3620
690,230,-3672
700,230,-3732
710,230,-3790
720,230,-3849
730,230,-3902
740,230,-3961
750,230,-4020
760,230,-4079
770,230,-4132
780,230,-4191
790,230,-4250
800,230,-4309
811,230,-4368
820,230,-4421
830,230,-4480
840,230,-4539
850,230,-4598
860,230,-4651
870,230,-4710
880,230,-4769
890,230,-4827
900,230,-4881
910,230,-4939
920,230,-4998
930,230,-5057
940,230,-5110
950,230,-5169
960,230,-5228
970,230,-5287
980,230,-5346
990,230,-5399
1000,230,-5458
1010,230,-5517
1020,230,-5576
1030,230,-5629
1040,230,-5687
1050,230,-5747
1060,230,-5805
1070,230,-5859
1080,230,-5917
1090,230,-5976
1100,230,-6035
1110,230,-6088
1120,230,-6147
1130,230,-6206
1140,230,-6265
1150,230,-6324
1160,230,-6377
1170,230,-6436
1180,230,-6495
1190,230,-6554
1200,230,-6607
1210,230,-6666
1220,230,-6725
1230,230,-6784
1240,230,-6837
1250,230,-6896
1260,230,-6955
1270,230,-7014
1280,230,-7067
1290,230,-7126
1300,230,-7185
1310,230,-7243
1320,230,-7302
1330,230,-7355
1340,230,-7414
1350,230,-7473
1360,230,-7532
1370,230,-7585
1380,230,-7644
1390,230,-7703
1400,230,-7762
1410,230,-7815
1420,230,-7874
1430,230,-7933
1440,230,-7992
1451,230,-8051
1460,230,-8104
1470,230,-8163
1480,230,-8222
1490,230,-8281
1500,230,-8334
1510,230,-8393
1520,230,-8451
1530,230,-8510
1540,230,-8563
1550,230,-8622
1560,230,-8681
1570,230,-8740
1580,230,-8793
1590,230,-8852
1600,230,-8911
1610,230,-8970
1620,230,-9029
1630,230,-9082
1640,230,-9141
1650,230,-9200
1660,230,-9259
1670,230,-9312
1680,230,-9370
1690,230,-9430
1700,230,-9488
1710,230,-9542
1720,230,-9600
1730,230,-9659
1740,230,-9718
1750,230,-9771
1760,230,-9830
1770,230,-9889
1780,230,-9948
1790,230,-10007
1800,230,-10060
1810,230,-10119
1820,230,-10178
1830,230,-10237
1840,230,-10290
1850,230,-10349
1860,230,-10408
1870,230,-10467
1880,230,-10520
1890,230,-10579
1900,230,-10638
1910,230,-10696
1920,230,-10749
1930,230,-10808
1940,230,-10867
1950,230,-10926
1960,230,-10985
1970,230,-11038
1980,230,-11097
1990,230,-11156
2000,0,-11215
2010,0,-11268
2020,0,-11326
2030,0,-11384
2040,0,-11441
2050,0,-11492
2060,0,-11548
2070,0,-11604
2080,0,-11660
2091,0,-11715
2100,0,-11764
2110,0,-11818
2120,0,-11871
2130,0,-11924
2140,0,-11972
2150,0,-12024
2160,0,-12076
2170,0,-12127
2180,0,-12173
2190,0,-12223
2200,0,-12273
2210,0,-12323
2220,0,-12367
2230,0,-12416
2240,0,-12464
2250,0,-12512
2260,0,-12559
2270,0,-12601
2280,0,-12648
2290,0,-12694
2300,0,-12740
2310,0,-12781
2320,0,-12825
2330,0,-12870
2340,0,-12914
2350,0,-12953
2360,0,-12997
2370,0,-13039
2380,0,-13082
2390,0,-13120
2400,0,-13161
2410,0,-13203
2420,0,-13244
2430,0,-13284
2440,0,-13320
2450,0,-13360
2460,0,-13399
2470,0,-13438
2480,0,-13473
2490,0,-13511
2500,0,-13549
2510,0,-13586
2520,0,-13620
2530,0,-13656
2540,0,-13692
2550,0,-13728
2560,0,-13760
2570,0,-13796
2580,0,-13830
2590,0,-13865
2600,0,-13899
2610,0,-13929
2620,0,-13963
2630,0,-13996
2640,0,-14028
2650,0,-14057
2660,0,-14089
2670,0,-14121
2680,0,-14152
2690,0,-14180
2700,0,-14210
2710,0,-14241
2720,0,-14270
2731,0,-14300
2740,0,-14326
2750,0,-14355
2760,0,-14384
2770,0,-14412
2780,0,-14437
2790,0,-14464
2800,0,-14491
2810,0,-14518
2820,0,-14542
2830,0,-14568
2840,0,-14594
2850,0,-14620
2860,0,-14642
2870,0,-14667
2880,0,-14692
2890,0,-14716
2900,0,-14740
2910,0,-14761
2920,0,-14785
2930,0,-14808
2940,0,-14831
2950,0,-14851
2960,0,-14873
2970,0,-14895
2980,0,-14916
2990,0,-14935
3000,0,-14956
3010,0,-14977
3020,0,-14997
3030,0,-15015
3040,0,-15035
3050,0,-15054
3060,0,-15073
3070,0,-15092
3080,0,-15109
3090,0,-15127
3100,0,-15145
3110,0,-15163
3120,0,-15179
3130,0,-15196
3140,0,-15213
3150,0,-15229
3160,0,-15244
3170,0,-15260
3180,0,-15276
3190,0,-15292
3200,0,-15305
3210,0,-15320
3220,0,-15335
3230,0,-15350
3240,0,-15364
3250,0,-15376
3260,0,-15390
3270,0,-15403
3280,0,-15416
3290,0,-15428
3300,0,-15441
3310,0,-15453
3320,0,-15465
3330,0,-15476
3340,0,-15487
3350,0,-15499
3360,0,-15510
3371,0,-15521
3380,0,-15530
3390,0,-15541
3400,0,-15551
3410,0,-15561
3420,0,-15570
3430,0,-15579
3440,0,-15588
3450,0,-15597
3460,0,-15605
3470,0,-15613
3480,0,-15621
3490,0,-15629
3500,0,-15636
3510,0,-15644
3520,0,-15651
3530,0,-15658
3540,0,-15665
3550,0,-15671
3560,0,-15677
3570,0,-15683
3580,0,-15689
3590,0,-15694
3600,0,-15700
3610,0,-15705
3620,0,-15710
3630,0,-15714
3640,0,-15719
3650,0,-15723
3660,0,-15727
3670,0,-15730
3680,0,-15734
3690,0,-15737
3700,0,-15741
3710,0,-15743
3720,0,-15746
3730,0,-15748
3740,0,-15751
3750,0,-15753
