t_ms,pwm,count
0,255,0
10,255,-10
20,255,-30
30,255,-59
40,255,-95
50,255,-132
60,255,-177
70,255,-225
80,255,-276
90,255,-323
100,255,-377
110,255,-432
120,255,-488
130,255,-540
140,255,-598
150,255,-656
160,255,-714
171,255,-773
180,255,-826
190,255,-885
200,255,-945
210,255,-1005
220,255,-1059
230,255,-1118
240,255,-1179
250,255,-1239
260,255,-1293
270,255,-1353
280,255,-1413
290,255,-1473
300,255,-1528
310,255,-1588
320,255,-1648
330,255,-1708
340,255,-1769
350,255,-1823
360,255,-1884
370,255,-1944
380,255,-2004
390,255,-2059
400,255,-2119
410,255,-2180
420,255,-2240
430,255,-2294
440,255,-2355
450,255,-2415
460,255,-2476
470,255,-2530
480,255,-2591
490,255,-2651
500,255,-2711
510,255,-2772
520,255,-2826
530,255,-2887
540,255,-2947
550,255,-3008
560,255,-3062
570,255,-3123
580,255,-3183
590,255,-3243
600,255,-3298
610,255,-3358
620,255,-3419
630,255,-3479
640,255,-3534
650,255,-3594
660,255,-3655
670,255,-3715
680,255,-3775
690,255,-3830
700,255,-3890
710,255,-3950
720,255,-4011
730,255,-4065
740,255,-4126
750,255,-4186
760,255,-4247
770,255,-4301
780,255,-4362
790,255,-4422
800,255,-4482
811,255,-4543
820,255,-4597
830,255,-4658
840,255,-4718
850,255,-4778
860,255,-4833
870,255,-4893
880,255,-4954
890,255,-5014
900,255,-5068
910,255,-5129
920,255,-5189
930,255,-5250
940,255,-5304
950,255,-5365
960,255,-5425
970,255,-5485
980,255,-5546
990,255,-5600
1000,255,-5660
1010,255,-5721
1020,255,-5781
1030,255,-5836
1040,255,-5896
1050,255,-5957
1060,255,-6017
1070,255,-6072
1080,255,-6132
1090,255,-6192
1100,255,-6253
1110,255,-6307
1120,255,-6367
1130,255,-6428
1140,255,-6488
1150,255,-6549
1160,255,-6603
1170,255,-6664
1180,255,-6724
1190,255,-6785
1200,255,-6839
1210,255,-6899
1220,255,-6960
1230,255,-7020
1240,255,-7074
1250,255,-7135
1260,255,-7195
1270,255,-7256
1280,255,-7310
1290,255,-7370
1300,255,-7431
1310,255,-7491
1320,255,-7552
1330,255,-7606
1340,255,-7667
1350,255,-7727
1360,255,-7787
1370,255,-7842
1380,255,-7902
1390,255,-7963
1400,255,-8023
1410,255,-8077
1420,255,-8138
1430,255,-8198
1440,255,-8259
1451,255,-8319
1460,255,-8374
1470,255,-8434
1480,255,-8494
1490,255,-8555
1500,255,-8609
1510,255,-8669
1520,255,-8730
1530,255,-8790
1540,255,-8845
1550,255,-8905
1560,255,-8966
1570,255,-9026
1580,255,-9081
1590,255,-9141
1600,255,-9201
1610,255,-9262
1620,255,-9322
1630,255,-9376
1640,255,-9437
1650,255,-9497
1660,255,-9558
1670,255,-9612
1680,255,-9673
1690,255,-9733
1700,255,-9794
1710,255,-9848
1720,255,-9908
1730,255,-9969
1740,255,-10029
1750,255,-10084
1760,255,-10144
1770,255,-10205
1780,255,-10265
1790,255,-10325
1800,255,-10380
1810,255,-10440
1820,255,-10501
1830,255,-10561
1840,255,-10616
1850,255,-10676
1860,255,-10737
