t_ms,pwm,count
0,230,0
10,230,-9
20,230,-29
30,230,-57
40,230,-91
50,230,-125
60,230,-167
70,230,-211
80,230,-257
90,230,-300
100,230,-350
110,230,-400
120,230,-451
130,230,-499
140,230,-552
150,230,-605
160,230,-660
171,230,-715
180,230,-764
190,230,-820
200,230,-876
210,230,-933
220,230,-984
230,230,-1041
240,230,-1098
250,230,-1155
260,230,-1207
270,230,-1265
280,230,-1323
290,230,-1381
300,230,-1433
310,230,-1491
320,230,-1549
330,230,-1608
340,230,-1666
350,230,-1719
360,230,-1777
370,230,-1836
380,230,-1894
390,230,-1947
400,230,-2006
410,230,-2065
420,230,-2123
430,230,-2176
440,230,-2235
450,230,-2294
460,230,-2352
470,230,-2405
480,230,-2464
490,230,-2523
500,230,-2582
510,230,-2641
520,230,-2694
530,230,-2753
540,230,-2812
550,230,-2871
560,230,-2924
570,230,-2982
580,230,-3042
590,230,-3100
600,230,-3154
610,230,-3212
620,230,-3271
630,230,-3330
640,230,-3383
650,230,-3442
660,230,-3501
670,230,-3560
680,230,-3619
690,230,-3672
700,230,-3731
710,230,-3790
720,230,-3849
730,230,-3902
740,230,-3961
750,230,-4020
760,230,-4079
770,230,-4132
780,230,-4191
790,230,-4250
800,230,-4309
811,230,-4368
820,230,-4421
830,230,-4480
840,230,-4539
850,230,-4598
860,230,-4651
870,230,-4709
880,230,-4769
890,230,-4828
900,230,-4881
910,230,-4939
920,230,-4999
930,230,-5057
940,230,-5111
950,230,-5169
960,230,-5228
970,230,-5287
980,230,-5346
990,230,-5399
1000,230,-5458
1010,230,-5517
1020,230,-5576
1030,230,-5630
1040,230,-5688
1050,230,-5747
1060,230,-5806
1070,230,-5859
1080,230,-5919
1090,230,-5977
1100,230,-6036
1110,230,-6089
1120,230,-6148
1130,230,-6207
1140,230,-6266
1150,230,-6325
1160,230,-6378
1170,230,-6437
1180,230,-6496
1190,230,-6555
1200,230,-6608
1210,230,-6667
1220,230,-6726
1230,230,-6785
1240,230,-6838
1250,230,-6897
1260,230,-6956
1270,230,-7015
1280,230,-7068
1290,230,-7127
1300,230,-7186
1310,230,-7245
1320,230,-7304
1330,230,-7357
1340,230,-7416
1350,230,-7475
1360,230,-7534
1370,230,-7587
1380,230,-7646
1390,230,-7705
1400,230,-7764
1410,230,-7817
1420,230,-7876
1430,230,-7935
1440,230,-7994
1451,230,-8053
1460,230,-8106
1470,230,-8165
1480,230,-8224
1490,230,-8283
1500,230,-8336
1510,230,-8395
1520,230,-8454
1530,230,-8513
1540,230,-8566
1550,230,-8625
1560,230,-8684
1570,230,-8743
1580,230,-8796
1590,230,-8855
1600,230,-8914
1610,230,-8973
1620,230,-9032
1630,230,-9085
1640,230,-9144
1650,230,-9203
1660,230,-9262
1670,230,-9315
1680,230,-9374
1690,230,-9433
1700,230,-9492
1710,230,-9545
1720,230,-9604
1730,230,-9663
1740,230,-9722
1750,230,-9775
1760,230,-9834
1770,230,-9893
1780,230,-9952
1790,230,-10011
1800,230,-10064
1810,230,-10123
1820,230,-10182
1830,230,-10241
1840,230,-10294
1850,230,-10353
1860,230,-10412
1870,230,-10471
1880,230,-10525
1890,230,-10583
1900,230,-10642
1910,230,-10701
1920,230,-10755
1930,230,-10813
1940,230,-10872
1950,230,-10931
1960,230,-10990
1970,230,-11043
1980,230,-11102
1990,230,-11161
2000,0,-11221
2010,0,-11273
2020,0,-11332
2030,0,-11389
2040,0,-11447
2050,0,-11498
2060,0,-11554
2070,0,-11610
2080,0,-11666
2091,0,-11721
2100,0,-11770
2110,0,-11824
2120,0,-11877
2130,0,-11931
2140,0,-11978
2150,0,-12031
2160,0,-12082
2170,0,-12134
2180,0,-12180
2190,0,-12230
2200,0,-12280
2210,0,-12330
2220,0,-12374
2230,0,-12423
2240,0,-12472
2250,0,-12520
2260,0,-12567
2270,0,-12610
2280,0,-12656
2290,0,-12703
2300,0,-12748
2310,0,-12789
2320,0,-12834
2330,0,-12879
2340,0,-12923
2350,0,-12963
2360,0,-13006
2370,0,-13049
2380,0,-13092
2390,0,-13130
2400,0,-13172
2410,0,-13213
2420,0,-13254
2430,0,-13295
2440,0,-13331
2450,0,-13371
2460,0,-13411
2470,0,-13450
2480,0,-13485
2490,0,-13523
2500,0,-13561
2510,0,-13599
2520,0,-13632
2530,0,-13669
2540,0,-13706
2550,0,-13742
2560,0,-13774
2570,0,-13810
2580,0,-13845
2590,0,-13879
2600,0,-13914
2610,0,-13944
2620,0,-13978
2630,0,-14011
2640,0,-14044
2650,0,-14073
2660,0,-14106
2670,0,-14138
2680,0,-14169
2690,0,-14197
2700,0,-14228
2710,0,-14258
2720,0,-14288
2731,0,-14318
2740,0,-14345
2750,0,-14374
2760,0,-14403
2770,0,-14431
2780,0,-14456
2790,0,-14484
2800,0,-14512
2810,0,-14539
2820,0,-14563
2830,0,-14589
2840,0,-14616
2850,0,-14641
2860,0,-14664
2870,0,-14690
2880,0,-14715
2890,0,-14739
2900,0,-14763
2910,0,-14785
2920,0,-14809
2930,0,-14832
2940,0,-14855
2950,0,-14876
2960,0,-14898
2970,0,-14920
2980,0,-14942
2990,0,-14961
3000,0,-14983
3010,0,-15004
3020,0,-15024
3030,0,-15043
3040,0,-15063
3050,0,-15082
3060,0,-15102
3070,0,-15121
3080,0,-15138
3090,0,-15157
3100,0,-15175
3110,0,-15193
3120,0,-15209
3130,0,-15227
3140,0,-15244
3150,0,-15261
3160,0,-15276
3170,0,-15292
3180,0,-15309
3190,0,-15324
3200,0,-15338
3210,0,-15354
3220,0,-15369
3230,0,-15384
3240,0,-15398
3250,0,-15411
3260,0,-15425
3270,0,-15439
3280,0,-15452
3290,0,-15464
3300,0,-15477
3310,0,-15490
3320,0,-15502
3330,0,-15514
3340,0,-15525
3350,0,-15537
3360,0,-15549
3371,0,-15560
3380,0,-15570
3390,0,-15580
3400,0,-15591
3410,0,-15601
3420,0,-15610
3430,0,-15620
3440,0,-15629
3450,0,-15639
3460,0,-15647
3470,0,-15656
3480,0,-15664
3490,0,-15673
3500,0,-15680
3510,0,-15688
3520,0,-15695
3530,0,-15703
3540,0,-15710
3550,0,-15716
3560,0,-15723
3570,0,-15729
3580,0,-15736
3590,0,-15741
3600,0,-15747
3610,0,-15752
3620,0,-15758
3630,0,-15762
3640,0,-15767
3650,0,-15772
3660,0,-15776
3670,0,-15780
3680,0,-15784
3690,0,-15788
3700,0,-15791
3710,0,-15795
3720,0,-15797
3730,0,-15800
3740,0,-15803
3750,0,-15805
