t_ms,pwm,count
0,255,0
10,255,-9
20,255,-30
30,255,-58
40,255,-94
50,255,-131
60,255,-176
70,255,-224
80,255,-275
90,255,-322
100,255,-376
110,255,-431
120,255,-487
130,255,-539
140,255,-596
150,255,-654
160,255,-712
171,255,-771
180,255,-824
190,255,-884
200,255,-943
210,255,-1003
220,255,-1057
230,255,-1116
240,255,-1176
250,255,-1236
260,255,-1290
270,255,-1350
280,255,-1410
290,255,-1471
300,255,-1525
310,255,-1585
320,255,-1645
330,255,-1706
340,255,-1766
350,255,-1820
360,255,-1880
370,255,-1940
380,255,-2001
390,255,-2055
400,255,-2115
410,255,-2176
420,255,-2236
430,255,-2290
440,255,-2350
450,255,-2411
460,255,-2471
470,255,-2525
480,255,-2586
490,255,-2646
500,255,-2706
510,255,-2767
520,255,-2821
530,255,-2881
540,255,-2942
550,255,-3002
560,255,-3056
570,255,-3117
580,255,-3177
590,255,-3237
600,255,-3292
610,255,-3352
620,255,-3412
630,255,-3473
640,255,-3527
650,255,-3587
660,255,-3648
670,255,-3708
680,255,-3768
690,255,-3823
700,255,-3883
710,255,-3943
720,255,-4004
730,255,-4058
740,255,-4118
750,255,-4179
760,255,-4239
770,255,-4293
780,255,-4354
790,255,-4414
800,255,-4474
811,255,-4535
820,255,-4589
830,255,-4649
840,255,-4710
850,255,-4770
860,255,-4824
870,255,-4885
880,255,-4945
890,255,-5005
900,255,-5060
910,255,-5120
920,255,-5180
930,255,-5241
940,255,-5295
950,255,-5356
960,255,-5416
970,255,-5476
980,255,-5537
990,255,-5591
1000,255,-5651
1010,255,-5712
1020,255,-5772
1030,255,-5826
1040,255,-5887
1050,255,-5947
1060,255,-6007
1070,255,-6062
1080,255,-6122
1090,255,-6182
1100,255,-6243
1110,255,-6297
1120,255,-6357
1130,255,-6418
1140,255,-6478
1150,255,-6538
1160,255,-6593
1170,255,-6653
1180,255,-6713
1190,255,-6774
1200,255,-6828
1210,255,-6888
1220,255,-6949
1230,255,-7009
1240,255,-7063
1250,255,-7123
1260,255,-7184
1270,255,-7244
1280,255,-7299
1290,255,-7359
1300,255,-7419
1310,255,-7480
1320,255,-7540
1330,255,-7594
1340,255,-7655
1350,255,-7715
1360,255,-7776
1370,255,-7830
1380,255,-7890
1390,255,-7950
1400,255,-8011
1410,255,-8065
1420,255,-8126
1430,255,-8186
1440,255,-8246
1451,255,-8307
1460,255,-8361
1470,255,-8421
1480,255,-8482
1490,255,-8542
1500,255,-8596
1510,255,-8657
1520,255,-8717
1530,255,-8778
1540,255,-8832
1550,255,-8892
1560,255,-8953
1570,255,-9013
1580,255,-9067
1590,255,-9128
1600,255,-9188
1610,255,-9249
1620,255,-9309
1630,255,-9363
1640,255,-9424
1650,255,-9484
1660,255,-9544
1670,255,-9599
1680,255,-9659
1690,255,-9719
1700,255,-9780
1710,255,-9834
1720,255,-9894
1730,255,-9955
1740,255,-10015
1750,255,-10070
1760,255,-10130
1770,255,-10190
1780,255,-10251
1790,255,-10311
1800,255,-10365
1810,255,-10426
1820,255,-10486
1830,255,-10546
1840,255,-10601
1850,255,-10661
1860,255,-10722
1870,255,-10782
1880,255,-10836
1890,255,-10897
1900,255,-10957
1910,255,-11018
1920,255,-11072
1930,255,-11132
1940,255,-11193
1950,255,-11253
1960,255,-11314
1970,255,-11368
1980,255,-11428
1990,255,-11489
2000,0,-11549
2010,0,-11603
2020,0,-11663
2030,0,-11722
2040,0,-11781
2050,0,-11833
2060,0,-11891
2070,0,-11948
2080,0,-12005
2091,0,-12061
2100,0,-12111
2110,0,-12166
2120,0,-12221
2130,0,-12276
2140,0,-12324
2150,0,-12378
2160,0,-12431
2170,0,-12483
2180,0,-12530
2190,0,-12582
2200,0,-12633
2210,0,-12684
2220,0,-12729
2230,0,-12778
2240,0,-12828
2250,0,-12877
2260,0,-12925
2270,0,-12968
2280,0,-13016
2290,0,-13063
2300,0,-13110
2310,0,-13152
2320,0,-13197
2330,0,-13243
2340,0,-13288
2350,0,-13328
2360,0,-13372
2370,0,-13416
2380,0,-13459
2390,0,-13498
2400,0,-13540
2410,0,-13582
2420,0,-13624
2430,0,-13666
2440,0,-13702
2450,0,-13743
2460,0,-13783
2470,0,-13823
2480,0,-13858
2490,0,-13897
2500,0,-13935
2510,0,-13974
2520,0,-14007
2530,0,-14045
2540,0,-14082
2550,0,-14118
2560,0,-14151
2570,0,-14187
2580,0,-14222
2590,0,-14257
2600,0,-14292
2610,0,-14323
2620,0,-14357
2630,0,-14390
2640,0,-14424
2650,0,-14453
2660,0,-14486
2670,0,-14518
2680,0,-14550
2690,0,-14578
2700,0,-14609
2710,0,-14640
2720,0,-14670
2731,0,-14700
2740,0,-14727
2750,0,-14756
2760,0,-14785
2770,0,-14814
2780,0,-14839
2790,0,-14867
2800,0,-14894
2810,0,-14922
2820,0,-14946
2830,0,-14973
2840,0,-14999
2850,0,-15025
2860,0,-15048
2870,0,-15073
2880,0,-15098
2890,0,-15123
2900,0,-15147
2910,0,-15168
2920,0,-15192
2930,0,-15215
2940,0,-15238
2950,0,-15259
2960,0,-15281
2970,0,-15303
2980,0,-15325
2990,0,-15345
3000,0,-15366
3010,0,-15387
3020,0,-15407
3030,0,-15425
3040,0,-15445
3050,0,-15465
3060,0,-15484
3070,0,-15503
3080,0,-15520
3090,0,-15539
3100,0,-15557
3110,0,-15575
3120,0,-15591
3130,0,-15608
3140,0,-15625
3150,0,-15642
3160,0,-15657
3170,0,-15673
3180,0,-15689
3190,0,-15705
3200,0,-15718
3210,0,-15734
3220,0,-15749
3230,0,-15763
3240,0,-15777
3250,0,-15790
3260,0,-15804
3270,0,-15817
3280,0,-15831
3290,0,-15842
3300,0,-15855
3310,0,-15867
3320,0,-15880
3330,0,-15890
3340,0,-15902
3350,0,-15913
3360,0,-15925
3371,0,-15936
3380,0,-15945
3390,0,-15956
3400,0,-15966
3410,0,-15976
3420,0,-15984
3430,0,-15994
3440,0,-16003
3450,0,-16012
3460,0,-16020
3470,0,-16028
3480,0,-16037
3490,0,-16045
3500,0,-16052
3510,0,-16059
3520,0,-16066
3530,0,-16073
3540,0,-16080
3550,0,-16086
3560,0,-16093
3570,0,-16099
3580,0,-16105
3590,0,-16110
3600,0,-16115
3610,0,-16120
3620,0,-16125
3630,0,-16130
3640,0,-16134
3650,0,-16138
3660,0,-16143
3670,0,-16146
3680,0,-16150
3690,0,-16153
3700,0,-16156
3710,0,-16159
3720,0,-16162
3730,0,-16164
3740,0,-16166
3750,0,-16169
3760,0,-16170
3770,0,-16172
3780,0,-16173
3790,0,-16174
3800,0,-16175
3810,0,-16175
3820,0,-16175
3830,0,-16175
3840,0,-16175
3850,0,-16175
3860,0,-16175
3870,0,-16175
3880,0,-16175
3890,0,-16175
3900,0,-16175
3910,0,-16175
3920,0,-16175
3930,0,-16175
3940,0,-16175
3950,0,-16175
3960,0,-16175
3970,0,-16175
3980,0,-16175
3990,0,-16175
4000,255,-16175
4011,255,-16181
4020,255,-16195
4030,255,-16220
4040,255,-16253
4050,255,-16292
4060,255,-16331
4070,255,-16378
4080,255,-16427
4090,255,-16479
4100,255,-16527
4110,255,-16582
4120,255,-16637
4130,255,-16694
4140,255,-16745
4150,255,-16803
4160,255,-16861
4170,255,-16920
4180,255,-16979
4190,255,-17032
4200,255,-17091
4210,255,-17151
4220,255,-17211
4230,255,-17264
4240,255,-17324
4250,255,-17384
4260,255,-17444
4270,255,-17498
4280,255,-17558
4290,255,-17618
4300,255,-17679
4310,255,-17733
4320,255,-17793
4330,255,-17853
4340,255,-17914
4350,255,-17974
4360,255,-18028
4370,255,-18088
4380,255,-18148
4390,255,-18209
4400,255,-18263
4410,255,-18323
4420,255,-18384
4430,255,-18444
4440,255,-18498
4450,255,-18558
4460,255,-18619
4470,255,-18679
4480,255,-18733
4490,255,-18794
4500,255,-18854
4510,255,-18914
4520,255,-18975
4530,255,-19029
4540,255,-19089
4550,255,-19150
4560,255,-19210
4570,255,-19264
4580,255,-19325
4590,255,-19385
4600,255,-19445
4610,255,-19499
4620,255,-19560
4630,255,-19620
4640,255,-19681
4651,255,-19741
4660,255,-19795
4670,255,-19856
4680,255,-19916
4690,255,-19976
4700,255,-20031
4710,255,-20091
4720,255,-20151
4730,255,-20212
4740,255,-20266
4750,255,-20326
4760,255,-20387
4770,255,-20447
4780,255,-20501
4790,255,-20562
4800,255,-20622
4810,255,-20682
4820,255,-20743
4830,255,-20797
4840,255,-20857
4850,255,-20918
4860,255,-20978
4870,255,-21033
4880,255,-21093
4890,255,-21153
4900,255,-21214
4910,255,-21268
4920,255,-21328
4930,255,-21388
4940,255,-21449
4950,255,-21503
4960,255,-21564
4970,255,-21624
4980,255,-21684
4990,255,-21745
5000,255,-21799
5010,255,-21859
5020,255,-21920
5030,255,-21980
5040,255,-22034
5050,255,-22095
5060,255,-22155
5070,255,-22216
5080,255,-22270
5090,255,-22331
5100,255,-22391
5110,255,-22451
5120,255,-22506
5130,255,-22566
5140,255,-22626
5150,255,-22687
5160,255,-22747
5170,255,-22801
5180,255,-22862
5190,255,-22922
5200,255,-22983
5210,255,-23037
5220,255,-23097
5230,255,-23158
5240,255,-23218
5250,255,-23272
5260,255,-23333
5270,255,-23393
5280,255,-23454
5291,255,-23514
5300,255,-23568
5310,255,-23629
5320,255,-23689
5330,255,-23750
5340,255,-23804
5350,255,-23864
5360,255,-23925
5370,255,-23985
5380,255,-24039
5390,255,-24100
5400,255,-24160
5410,255,-24221
5420,255,-24275
5430,255,-24335
5440,255,-24396
5450,255,-24456
5460,255,-24516
5470,255,-24571
5480,255,-24631
5490,255,-24692
5500,255,-24752
5510,255,-24806
5520,255,-24867
5530,255,-24927
5540,255,-24988
5550,255,-25042
5560,255,-25102
5570,255,-25163
5580,255,-25223
5590,255,-25278
5600,255,-25338
5610,255,-25398
5620,255,-25459
5630,255,-25519
5640,255,-25573
5650,255,-25634
5660,255,-25694
5670,255,-25755
5680,255,-25809
5690,255,-25869
5700,255,-25930
5710,255,-25990
5720,255,-26044
5730,255,-26105
5740,255,-26165
5750,255,-26226
5760,255,-26280
5770,255,-26340
5780,255,-26401
5790,255,-26461
5800,255,-26522
5810,255,-26576
5820,255,-26636
5830,255,-26697
5840,255,-26757
5850,255,-26812
5860,255,-26872
5870,255,-26932
5880,255,-26993
5890,255,-27047
5900,255,-27107
5910,255,-27168
5920,255,-27228
5931,255,-27289
5940,255,-27343
5950,255,-27403
5960,255,-27464
5970,255,-27524
5980,255,-27578
5990,255,-27639
6000,0,-27699
6010,0,-27759
6020,0,-27813
6030,0,-27872
6040,0,-27930
6050,0,-27989
6060,0,-28040
6070,0,-28097
6080,0,-28154
6090,0,-28210
6100,0,-28266
6110,0,-28316
6120,0,-28371
6130,0,-28425
6140,0,-28479
6150,0,-28527
6160,0,-28580
6170,0,-28632
6180,0,-28684
6190,0,-28730
6200,0,-28781
6210,0,-28832
6220,0,-28882
6230,0,-28927
6240,0,-28976
6250,0,-29025
6260,0,-29073
6270,0,-29121
6280,0,-29164
6290,0,-29211
6300,0,-29258
6310,0,-29304
6320,0,-29345
6330,0,-29391
6340,0,-29436
6350,0,-29480
6360,0,-29520
6370,0,-29564
6380,0,-29607
6390,0,-29650
6400,0,-29688
6410,0,-29730
6420,0,-29771
6430,0,-29813
6440,0,-29854
6450,0,-29890
6460,0,-29930
6470,0,-29970
6480,0,-30009
6490,0,-30044
6500,0,-30082
6510,0,-30120
6520,0,-30158
6530,0,-30192
6540,0,-30229
6550,0,-30265
6560,0,-30301
6571,0,-30337
6580,0,-30369
6590,0,-30404
6600,0,-30438
6610,0,-30473
6620,0,-30503
6630,0,-30537
6640,0,-30570
6650,0,-30603
6660,0,-30632
6670,0,-30664
6680,0,-30696
6690,0,-30727
6700,0,-30755
6710,0,-30786
6720,0,-30816
6730,0,-30846
6740,0,-30875
6750,0,-30902
6760,0,-30931
6770,0,-30959
6780,0,-30987
6790,0,-31012
6800,0,-31040
6810,0,-31067
6820,0,-31094
6830,0,-31118
6840,0,-31144
6850,0,-31170
6860,0,-31196
6870,0,-31218
6880,0,-31243
6890,0,-31268
6900,0,-31292
6910,0,-31316
6920,0,-31337
6930,0,-31360
6940,0,-31383
