t_ms,pwm,count
0,80,0
10,80,-1
20,80,-7
30,80,-15
40,80,-26
50,80,-38
60,80,-53
70,80,-70
80,80,-89
90,80,-106
100,80,-127
110,80,-149
120,80,-172
130,80,-194
140,80,-219
150,80,-246
160,80,-273
171,80,-301
180,80,-327
190,80,-356
200,80,-386
210,80,-417
220,80,-445
230,80,-477
240,80,-510
250,80,-543
260,80,-573
270,80,-607
280,80,-641
290,80,-676
300,80,-707
310,80,-743
320,80,-779
330,80,-815
340,80,-851
350,80,-885
360,80,-922
370,80,-959
380,80,-997
390,80,-1031
400,80,-1070
410,80,-1108
420,80,-1147
430,80,-1182
440,80,-1221
450,80,-1261
460,80,-1300
470,80,-1336
480,80,-1376
490,80,-1416
500,80,-1457
510,80,-1497
520,80,-1534
530,80,-1575
540,80,-1616
550,80,-1657
560,80,-1694
570,80,-1736
580,80,-1777
590,80,-1819
600,80,-1856
610,80,-1898
620,80,-1940
630,80,-1982
640,80,-2020
650,80,-2063
660,80,-2105
670,80,-2148
680,80,-2190
690,80,-2229
700,80,-2271
710,80,-2314
720,80,-2357
730,80,-2396
740,80,-2439
750,80,-2482
760,80,-2525
770,80,-2564
780,80,-2607
790,80,-2651
800,80,-2694
811,80,-2738
820,80,-2777
830,80,-2820
840,80,-2864
850,80,-2908
860,80,-2947
870,80,-2991
880,80,-3034
890,80,-3078
900,80,-3118
910,80,-3162
920,80,-3206
930,80,-3250
940,80,-3289
950,80,-3333
960,80,-3378
970,80,-3421
980,80,-3466
990,80,-3506
1000,80,-3550
1010,80,-3594
1020,80,-3638
1030,80,-3678
1040,80,-3722
1050,80,-3766
1060,80,-3811
1070,80,-3851
1080,80,-3895
1090,80,-3940
1100,80,-3984
1110,80,-4024
1120,80,-4068
1130,80,-4113
1140,80,-4157
1150,80,-4202
1160,80,-4242
1170,80,-4286
1180,80,-4331
1190,80,-4375
1200,80,-4416
1210,80,-4460
1220,80,-4505
1230,80,-4549
1240,80,-4590
1250,80,-4634
1260,80,-4679
1270,80,-4724
1280,80,-4764
1290,80,-4809
1300,80,-4853
1310,80,-4898
1320,80,-4943
1330,80,-4983
1340,80,-5028
1350,80,-5073
1360,80,-5117
1370,80,-5158
1380,80,-5202
1390,80,-5247
1400,80,-5292
1410,80,-5332
1420,80,-5377
1430,80,-5422
1440,80,-5467
1451,80,-5512
1460,80,-5552
1470,80,-5597
1480,80,-5642
1490,80,-5687
1500,80,-5727
1510,80,-5772
1520,80,-5817
1530,80,-5862
1540,80,-5902
1550,80,-5947
1560,80,-5992
1570,80,-6037
1580,80,-6077
1590,80,-6123
1600,80,-6167
1610,80,-6212
1620,80,-6257
1630,80,-6298
1640,80,-6343
1650,80,-6388
1660,80,-6433
1670,80,-6473
1680,80,-6518
1690,80,-6563
1700,80,-6608
1710,80,-6649
1720,80,-6694
1730,80,-6739
1740,80,-6784
1750,80,-6825
1760,80,-6870
1770,80,-6914
1780,80,-6960
1790,80,-7005
1800,80,-7045
1810,80,-7090
1820,80,-7135
1830,80,-7180
1840,80,-7221
1850,80,-7266
1860,80,-7311
1870,80,-7356
1880,80,-7396
1890,80,-7441
1900,80,-7486
1910,80,-7532
1920,80,-7572
1930,80,-7617
1940,80,-7662
1950,80,-7707
1960,80,-7752
1970,80,-7793
1980,80,-7838
1990,80,-7883
2000,0,-7928
2010,0,-7968
2020,0,-8013
2030,0,-8056
2040,0,-8100
2050,0,-8139
2060,0,-8181
2070,0,-8223
2080,0,-8265
2091,0,-8306
2100,0,-8343
2110,0,-8384
2120,0,-8424
2130,0,-8463
2140,0,-8499
2150,0,-8537
2160,0,-8576
2170,0,-8614
2180,0,-8647
2190,0,-8685
2200,0,-8721
2210,0,-8758
2220,0,-8790
2230,0,-8826
2240,0,-8861
2250,0,-8895
2260,0,-8930
2270,0,-8960
2280,0,-8994
2290,0,-9027
2300,0,-9060
2310,0,-9089
2320,0,-9121
2330,0,-9153
2340,0,-9184
2350,0,-9212
2360,0,-9242
2370,0,-9273
2380,0,-9302
2390,0,-9329
2400,0,-9358
2410,0,-9387
2420,0,-9415
2430,0,-9443
2440,0,-9468
2450,0,-9495
2460,0,-9522
2470,0,-9548
2480,0,-9572
2490,0,-9598
2500,0,-9623
2510,0,-9649
2520,0,-9671
2530,0,-9695
2540,0,-9719
2550,0,-9743
2560,0,-9764
2570,0,-9788
2580,0,-9810
2590,0,-9833
2600,0,-9855
2610,0,-9875
2620,0,-9896
2630,0,-9917
2640,0,-9938
2650,0,-9956
2660,0,-9977
2670,0,-9997
2680,0,-10016
2690,0,-10033
2700,0,-10052
2710,0,-10071
2720,0,-10089
2731,0,-10107
2740,0,-10123
2750,0,-10141
2760,0,-10158
2770,0,-10174
2780,0,-10189
2790,0,-10206
2800,0,-10222
2810,0,-10237
2820,0,-10251
2830,0,-10266
2840,0,-10281
2850,0,-10295
2860,0,-10308
2870,0,-10322
2880,0,-10336
2890,0,-10349
2900,0,-10362
2910,0,-10373
2920,0,-10386
2930,0,-10398
2940,0,-10410
2950,0,-10421
2960,0,-10432
2970,0,-10443
2980,0,-10454
2990,0,-10464
3000,0,-10474
3010,0,-10484
3020,0,-10494
3030,0,-10503
3040,0,-10512
3050,0,-10521
3060,0,-10530
3070,0,-10538
3080,0,-10546
3090,0,-10554
3100,0,-10562
3110,0,-10569
3120,0,-10576
3130,0,-10583
3140,0,-10589
3150,0,-10596
3160,0,-10602
3170,0,-10608
3180,0,-10613
3190,0,-10619
3200,0,-10624
3210,0,-10629
3220,0,-10634
3230,0,-10638
3240,0,-10643
3250,0,-10646
3260,0,-10650
3270,0,-10654
