t_ms,pwm,count
0,80,0
10,80,-1
20,80,-7
30,80,-16
40,80,-27
50,80,-39
60,80,-54
70,80,-71
80,80,-89
90,80,-107
100,80,-128
110,80,-151
120,80,-174
130,80,-196
140,80,-221
150,80,-247
160,80,-275
171,80,-302
180,80,-328
190,80,-357
200,80,-387
210,80,-418
220,80,-446
230,80,-477
240,80,-510
250,80,-542
260,80,-572
270,80,-606
280,80,-640
290,80,-675
300,80,-706
310,80,-742
320,80,-778
330,80,-814
340,80,-850
350,80,-883
360,80,-920
370,80,-958
380,80,-996
390,80,-1030
400,80,-1068
410,80,-1106
420,80,-1145
430,80,-1180
440,80,-1219
450,80,-1259
460,80,-1298
470,80,-1334
480,80,-1374
490,80,-1414
500,80,-1454
510,80,-1495
520,80,-1532
530,80,-1572
540,80,-1613
550,80,-1654
560,80,-1691
570,80,-1733
580,80,-1774
590,80,-1816
600,80,-1854
610,80,-1895
620,80,-1937
630,80,-1979
640,80,-2017
650,80,-2060
660,80,-2102
670,80,-2144
680,80,-2187
690,80,-2225
700,80,-2268
710,80,-2311
720,80,-2354
730,80,-2392
740,80,-2435
750,80,-2478
760,80,-2521
770,80,-2560
780,80,-2603
790,80,-2647
800,80,-2690
811,80,-2734
820,80,-2773
830,80,-2816
840,80,-2860
850,80,-2903
860,80,-2943
870,80,-2986
880,80,-3030
890,80,-3074
900,80,-3113
910,80,-3157
920,80,-3201
930,80,-3245
940,80,-3285
950,80,-3329
960,80,-3373
970,80,-3417
980,80,-3461
990,80,-3501
1000,80,-3545
1010,80,-3589
1020,80,-3633
1030,80,-3673
1040,80,-3717
1050,80,-3762
1060,80,-3806
1070,80,-3846
1080,80,-3890
1090,80,-3935
1100,80,-3979
1110,80,-4019
1120,80,-4064
1130,80,-4108
1140,80,-4152
1150,80,-4197
1160,80,-4237
1170,80,-4281
1180,80,-4326
1190,80,-4370
1200,80,-4411
1210,80,-4455
1220,80,-4500
1230,80,-4544
1240,80,-4584
1250,80,-4629
1260,80,-4674
1270,80,-4719
1280,80,-4759
1290,80,-4803
1300,80,-4848
1310,80,-4893
1320,80,-4938
1330,80,-4978
1340,80,-5023
1350,80,-5067
1360,80,-5112
1370,80,-5152
1380,80,-5197
1390,80,-5242
1400,80,-5287
1410,80,-5327
1420,80,-5372
1430,80,-5417
1440,80,-5462
1451,80,-5506
1460,80,-5547
1470,80,-5592
1480,80,-5636
1490,80,-5681
1500,80,-5722
1510,80,-5767
1520,80,-5811
1530,80,-5856
1540,80,-5897
1550,80,-5941
1560,80,-5986
1570,80,-6031
1580,80,-6072
1590,80,-6117
1600,80,-6161
1610,80,-6206
1620,80,-6251
1630,80,-6292
1640,80,-6337
1650,80,-6381
1660,80,-6426
1670,80,-6467
1680,80,-6512
1690,80,-6556
1700,80,-6602
1710,80,-6642
1720,80,-6687
1730,80,-6732
1740,80,-6777
1750,80,-6817
1760,80,-6862
1770,80,-6907
1780,80,-6952
1790,80,-6997
1800,80,-7038
1810,80,-7082
1820,80,-7128
1830,80,-7172
1840,80,-7213
1850,80,-7258
1860,80,-7303
1870,80,-7348
1880,80,-7388
1890,80,-7434
1900,80,-7478
1910,80,-7523
1920,80,-7564
1930,80,-7609
1940,80,-7654
1950,80,-7699
1960,80,-7744
1970,80,-7785
1980,80,-7830
1990,80,-7875
2000,0,-7920
2010,0,-7960
2020,0,-8005
2030,0,-8049
2040,0,-8092
2050,0,-8131
2060,0,-8174
2070,0,-8216
2080,0,-8257
2091,0,-8299
2100,0,-8336
2110,0,-8376
2120,0,-8416
2130,0,-8456
2140,0,-8491
2150,0,-8530
2160,0,-8568
2170,0,-8606
2180,0,-8640
2190,0,-8677
2200,0,-8714
2210,0,-8750
2220,0,-8782
2230,0,-8818
2240,0,-8853
2250,0,-8888
2260,0,-8922
2270,0,-8953
2280,0,-8986
2290,0,-9019
2300,0,-9052
2310,0,-9081
2320,0,-9113
2330,0,-9145
2340,0,-9176
2350,0,-9204
2360,0,-9234
2370,0,-9264
2380,0,-9294
2390,0,-9321
2400,0,-9350
2410,0,-9378
2420,0,-9407
2430,0,-9434
2440,0,-9459
2450,0,-9487
2460,0,-9513
2470,0,-9540
2480,0,-9563
2490,0,-9589
2500,0,-9615
2510,0,-9640
2520,0,-9662
2530,0,-9687
2540,0,-9711
2550,0,-9734
2560,0,-9755
2570,0,-9779
2580,0,-9801
2590,0,-9824
2600,0,-9846
2610,0,-9865
2620,0,-9887
2630,0,-9908
2640,0,-9929
2650,0,-9947
2660,0,-9967
2670,0,-9987
2680,0,-10006
2690,0,-10024
2700,0,-10043
2710,0,-10061
2720,0,-10079
2731,0,-10097
2740,0,-10113
2750,0,-10131
2760,0,-10148
2770,0,-10164
2780,0,-10179
2790,0,-10195
2800,0,-10211
2810,0,-10227
2820,0,-10240
2830,0,-10255
2840,0,-10270
2850,0,-10285
2860,0,-10297
2870,0,-10311
2880,0,-10325
2890,0,-10338
2900,0,-10351
2910,0,-10362
2920,0,-10375
2930,0,-10387
2940,0,-10399
2950,0,-10409
2960,0,-10421
2970,0,-10432
2980,0,-10443
2990,0,-10452
3000,0,-10463
3010,0,-10473
3020,0,-10482
3030,0,-10491
3040,0,-10500
3050,0,-10509
3060,0,-10518
3070,0,-10526
3080,0,-10534
3090,0,-10542
3100,0,-10549
3110,0,-10557
3120,0,-10563
3130,0,-10570
3140,0,-10577
3150,0,-10584
3160,0,-10589
3170,0,-10595
3180,0,-10601
3190,0,-10606
3200,0,-10611
3210,0,-10616
3220,0,-10621
3230,0,-10625
3240,0,-10630
3250,0,-10633
3260,0,-10637
3270,0,-10640
