t_ms,pwm,count
0,80,0
10,80,-1
20,80,-7
30,80,-15
40,80,-27
50,80,-39
60,80,-54
70,80,-71
80,80,-89
90,80,-107
100,80,-128
110,80,-150
120,80,-174
130,80,-196
140,80,-221
150,80,-248
160,80,-275
171,80,-303
180,80,-328
190,80,-357
200,80,-387
210,80,-418
220,80,-446
230,80,-478
240,80,-510
250,80,-543
260,80,-573
270,80,-607
280,80,-642
290,80,-676
300,80,-708
310,80,-743
320,80,-779
330,80,-816
340,80,-852
350,80,-886
360,80,-923
370,80,-960
380,80,-998
390,80,-1032
400,80,-1071
410,80,-1109
420,80,-1148
430,80,-1183
440,80,-1223
450,80,-1262
460,80,-1302
470,80,-1338
480,80,-1378
490,80,-1418
500,80,-1459
510,80,-1499
520,80,-1536
530,80,-1577
540,80,-1618
550,80,-1659
560,80,-1697
570,80,-1738
580,80,-1780
590,80,-1822
600,80,-1859
610,80,-1901
620,80,-1944
630,80,-1986
640,80,-2024
650,80,-2066
660,80,-2109
670,80,-2151
680,80,-2194
690,80,-2233
700,80,-2276
710,80,-2319
720,80,-2362
730,80,-2401
740,80,-2444
750,80,-2487
760,80,-2530
770,80,-2569
780,80,-2613
790,80,-2656
800,80,-2700
811,80,-2744
820,80,-2783
830,80,-2827
840,80,-2871
850,80,-2914
860,80,-2954
870,80,-2998
880,80,-3042
890,80,-3086
900,80,-3125
910,80,-3169
920,80,-3214
930,80,-3258
940,80,-3297
950,80,-3342
960,80,-3386
970,80,-3430
980,80,-3475
990,80,-3515
1000,80,-3559
1010,80,-3603
1020,80,-3648
1030,80,-3688
1040,80,-3732
1050,80,-3777
1060,80,-3821
1070,80,-3862
1080,80,-3906
1090,80,-3951
1100,80,-3995
1110,80,-4035
1120,80,-4080
1130,80,-4125
1140,80,-4170
1150,80,-4214
1160,80,-4255
1170,80,-4299
1180,80,-4344
1190,80,-4389
1200,80,-4429
1210,80,-4474
1220,80,-4519
1230,80,-4564
1240,80,-4604
1250,80,-4649
1260,80,-4694
1270,80,-4739
1280,80,-4779
1290,80,-4824
1300,80,-4869
1310,80,-4914
1320,80,-4959
1330,80,-5000
1340,80,-5045
1350,80,-5090
1360,80,-5135
1370,80,-5175
1380,80,-5220
1390,80,-5265
1400,80,-5310
1410,80,-5351
1420,80,-5396
1430,80,-5441
1440,80,-5486
1451,80,-5531
1460,80,-5571
1470,80,-5617
1480,80,-5662
1490,80,-5707
1500,80,-5747
1510,80,-5793
1520,80,-5838
1530,80,-5883
1540,80,-5923
1550,80,-5969
1560,80,-6014
1570,80,-6059
1580,80,-6100
1590,80,-6145
1600,80,-6190
1610,80,-6235
1620,80,-6280
1630,80,-6321
1640,80,-6366
1650,80,-6411
1660,80,-6456
1670,80,-6497
1680,80,-6542
1690,80,-6587
1700,80,-6632
1710,80,-6673
1720,80,-6718
1730,80,-6763
1740,80,-6809
1750,80,-6849
1760,80,-6894
1770,80,-6940
1780,80,-6985
1790,80,-7030
1800,80,-7071
1810,80,-7116
1820,80,-7161
1830,80,-7206
1840,80,-7247
1850,80,-7292
1860,80,-7338
1870,80,-7383
1880,80,-7423
1890,80,-7469
1900,80,-7514
1910,80,-7559
1920,80,-7600
1930,80,-7645
1940,80,-7690
1950,80,-7736
1960,80,-7781
1970,80,-7822
1980,80,-7867
1990,80,-7912
2000,0,-7957
2010,0,-7998
2020,0,-8042
2030,0,-8087
2040,0,-8130
2050,0,-8169
2060,0,-8212
2070,0,-8255
2080,0,-8296
2091,0,-8338
2100,0,-8375
2110,0,-8416
2120,0,-8456
2130,0,-8496
2140,0,-8532
2150,0,-8571
2160,0,-8609
2170,0,-8648
2180,0,-8682
2190,0,-8719
2200,0,-8756
2210,0,-8793
2220,0,-8825
2230,0,-8861
2240,0,-8897
2250,0,-8932
2260,0,-8966
2270,0,-8997
2280,0,-9031
2290,0,-9065
2300,0,-9098
2310,0,-9127
2320,0,-9160
2330,0,-9192
2340,0,-9223
2350,0,-9252
2360,0,-9283
2370,0,-9313
2380,0,-9343
2390,0,-9370
2400,0,-9400
2410,0,-9429
2420,0,-9457
2430,0,-9486
2440,0,-9511
2450,0,-9538
2460,0,-9566
2470,0,-9593
2480,0,-9617
2490,0,-9643
2500,0,-9669
2510,0,-9694
2520,0,-9717
2530,0,-9742
2540,0,-9767
2550,0,-9791
2560,0,-9812
2570,0,-9836
2580,0,-9859
2590,0,-9882
2600,0,-9905
2610,0,-9925
2620,0,-9947
2630,0,-9968
2640,0,-9989
2650,0,-10008
2660,0,-10029
2670,0,-10049
2680,0,-10070
2690,0,-10087
2700,0,-10107
2710,0,-10126
2720,0,-10145
2731,0,-10163
2740,0,-10180
2750,0,-10198
2760,0,-10215
2770,0,-10232
2780,0,-10248
2790,0,-10264
2800,0,-10281
2810,0,-10297
2820,0,-10311
2830,0,-10327
2840,0,-10342
2850,0,-10357
2860,0,-10370
2870,0,-10385
2880,0,-10399
2890,0,-10413
2900,0,-10427
2910,0,-10439
2920,0,-10452
2930,0,-10464
2940,0,-10477
2950,0,-10488
2960,0,-10500
2970,0,-10512
2980,0,-10523
2990,0,-10533
3000,0,-10544
3010,0,-10555
3020,0,-10565
3030,0,-10574
3040,0,-10584
3050,0,-10594
3060,0,-10603
3070,0,-10612
3080,0,-10620
3090,0,-10629
3100,0,-10637
3110,0,-10645
3120,0,-10652
3130,0,-10660
3140,0,-10667
3150,0,-10675
3160,0,-10681
3170,0,-10687
3180,0,-10694
3190,0,-10700
3200,0,-10705
3210,0,-10711
3220,0,-10716
3230,0,-10722
3240,0,-10727
3250,0,-10731
3260,0,-10735
3270,0,-10740
