t_ms,pwm,count
0,100,0
10,100,-2
20,100,-9
30,100,-20
40,100,-35
50,100,-50
60,100,-70
70,100,-91
80,100,-114
90,100,-136
100,100,-162
110,100,-190
120,100,-219
130,100,-246
140,100,-276
150,100,-308
160,100,-341
171,100,-375
180,100,-406
190,100,-442
200,100,-478
210,100,-514
220,100,-548
230,100,-586
240,100,-625
250,100,-664
260,100,-700
270,100,-740
280,100,-780
290,100,-822
300,100,-859
310,100,-901
320,100,-943
330,100,-985
340,100,-1028
350,100,-1067
360,100,-1111
370,100,-1155
380,100,-1198
390,100,-1238
400,100,-1283
410,100,-1328
420,100,-1373
430,100,-1413
440,100,-1459
450,100,-1504
460,100,-1550
470,100,-1592
480,100,-1638
490,100,-1684
500,100,-1730
510,100,-1777
520,100,-1819
530,100,-1866
540,100,-1913
550,100,-1960
560,100,-2002
570,100,-2050
580,100,-2097
590,100,-2145
600,100,-2187
610,100,-2235
620,100,-2283
630,100,-2331
640,100,-2374
650,100,-2422
660,100,-2470
670,100,-2518
680,100,-2566
690,100,-2610
700,100,-2658
710,100,-2706
720,100,-2755
730,100,-2798
740,100,-2847
750,100,-2896
760,100,-2944
770,100,-2988
780,100,-3037
790,100,-3086
800,100,-3134
811,100,-3183
820,100,-3227
830,100,-3276
840,100,-3325
850,100,-3374
860,100,-3418
870,100,-3467
880,100,-3516
890,100,-3565
900,100,-3609
910,100,-3658
920,100,-3708
930,100,-3757
940,100,-3801
950,100,-3850
960,100,-3899
970,100,-3949
980,100,-3998
990,100,-4042
1000,100,-4092
1010,100,-4141
1020,100,-4190
1030,100,-4235
1040,100,-4284
1050,100,-4333
1060,100,-4383
1070,100,-4427
1080,100,-4476
1090,100,-4526
1100,100,-4575
1110,100,-4619
1120,100,-4669
1130,100,-4718
1140,100,-4768
1150,100,-4817
1160,100,-4862
1170,100,-4911
1180,100,-4961
1190,100,-5010
1200,100,-5055
1210,100,-5104
1220,100,-5154
1230,100,-5203
1240,100,-5248
1250,100,-5297
1260,100,-5346
1270,100,-5396
1280,100,-5441
1290,100,-5490
1300,100,-5539
1310,100,-5589
1320,100,-5638
1330,100,-5683
1340,100,-5733
1350,100,-5782
1360,100,-5831
1370,100,-5876
1380,100,-5925
1390,100,-5975
1400,100,-6025
1410,100,-6069
1420,100,-6119
1430,100,-6168
1440,100,-6217
1451,100,-6267
1460,100,-6311
1470,100,-6361
1480,100,-6411
1490,100,-6460
1500,100,-6505
1510,100,-6554
1520,100,-6604
1530,100,-6653
1540,100,-6698
1550,100,-6747
1560,100,-6797
1570,100,-6846
1580,100,-6891
1590,100,-6941
1600,100,-6990
1610,100,-7040
1620,100,-7089
1630,100,-7134
1640,100,-7183
1650,100,-7233
1660,100,-7282
1670,100,-7327
1680,100,-7377
1690,100,-7426
1700,100,-7476
1710,100,-7520
1720,100,-7570
1730,100,-7619
1740,100,-7669
1750,100,-7714
1760,100,-7763
1770,100,-7813
1780,100,-7863
1790,100,-7912
1800,100,-7957
1810,100,-8006
1820,100,-8056
1830,100,-8106
1840,100,-8150
1850,100,-8200
1860,100,-8249
1870,100,-8299
1880,100,-8344
1890,100,-8393
1900,100,-8443
1910,100,-8493
1920,100,-8537
1930,100,-8587
1940,100,-8636
1950,100,-8686
1960,100,-8736
1970,100,-8780
1980,100,-8830
1990,100,-8880
2000,0,-8929
2010,0,-8974
2020,0,-9023
2030,0,-9071
2040,0,-9119
2050,0,-9162
2060,0,-9209
2070,0,-9256
2080,0,-9302
2091,0,-9348
2100,0,-9389
2110,0,-9434
2120,0,-9478
2130,0,-9522
2140,0,-9562
2150,0,-9605
2160,0,-9648
2170,0,-9690
2180,0,-9728
2190,0,-9769
2200,0,-9810
2210,0,-9851
2220,0,-9887
2230,0,-9927
2240,0,-9966
2250,0,-10006
2260,0,-10044
2270,0,-10078
2280,0,-10116
2290,0,-10154
2300,0,-10191
2310,0,-10223
2320,0,-10260
2330,0,-10295
2340,0,-10331
2350,0,-10363
2360,0,-10397
2370,0,-10431
2380,0,-10465
2390,0,-10495
2400,0,-10528
2410,0,-10561
2420,0,-10594
2430,0,-10626
2440,0,-10654
2450,0,-10685
2460,0,-10716
2470,0,-10747
2480,0,-10774
2490,0,-10804
2500,0,-10833
2510,0,-10862
2520,0,-10888
2530,0,-10916
2540,0,-10944
2550,0,-10972
2560,0,-10996
2570,0,-11023
2580,0,-11050
2590,0,-11076
2600,0,-11102
2610,0,-11125
2620,0,-11150
2630,0,-11175
2640,0,-11200
2650,0,-11222
2660,0,-11245
